Date,Close
2020-01-02 00:00:00-05:00,300.2915954589844
2020-01-03 00:00:00-05:00,298.0177307128906
2020-01-06 00:00:00-05:00,299.1546630859375
2020-01-07 00:00:00-05:00,298.3135681152344
2020-01-08 00:00:00-05:00,299.9033508300781
2020-01-09 00:00:00-05:00,301.9368591308594
2020-01-10 00:00:00-05:00,301.0679931640625
2020-01-13 00:00:00-05:00,303.1385498046875
2020-01-14 00:00:00-05:00,302.6764221191406
2020-01-15 00:00:00-05:00,303.3603820800781
2020-01-16 00:00:00-05:00,305.8837890625
2020-01-17 00:00:00-05:00,306.8359680175781
2020-01-21 00:00:00-05:00,306.2350769042969
2020-01-22 00:00:00-05:00,306.2720031738281
2020-01-23 00:00:00-05:00,306.6232604980469
2020-01-24 00:00:00-05:00,303.8965148925781
2020-01-27 00:00:00-05:00,299.0252685546875
2020-01-28 00:00:00-05:00,302.15875244140625
2020-01-29 00:00:00-05:00,301.9091796875
2020-01-30 00:00:00-05:00,302.888916015625
2020-01-31 00:00:00-05:00,297.38916015625
2020-02-03 00:00:00-05:00,299.5982971191406
2020-02-04 00:00:00-05:00,304.1645812988281
2020-02-05 00:00:00-05:00,307.6770324707031
2020-02-06 00:00:00-05:00,308.71240234375
2020-02-07 00:00:00-05:00,307.0670471191406
2020-02-10 00:00:00-05:00,309.359375
2020-02-11 00:00:00-05:00,309.8955383300781
2020-02-12 00:00:00-05:00,311.8921203613281
2020-02-13 00:00:00-05:00,311.559326171875
2020-02-14 00:00:00-05:00,312.05853271484375
2020-02-18 00:00:00-05:00,311.2543029785156
2020-02-19 00:00:00-05:00,312.7424621582031
2020-02-20 00:00:00-05:00,311.4576416015625
2020-02-21 00:00:00-05:00,308.250244140625
2020-02-24 00:00:00-05:00,298.02691650390625
2020-02-25 00:00:00-05:00,288.99615478515625
2020-02-26 00:00:00-05:00,287.9331359863281
2020-02-27 00:00:00-05:00,275.00146484375
2020-02-28 00:00:00-05:00,273.8460998535156
2020-03-02 00:00:00-05:00,285.7054138183594
2020-03-03 00:00:00-05:00,277.5250549316406
2020-03-04 00:00:00-05:00,289.1902160644531
2020-03-05 00:00:00-05:00,279.57708740234375
2020-03-06 00:00:00-05:00,274.955322265625
2020-03-09 00:00:00-04:00,253.4827880859375
2020-03-10 00:00:00-04:00,266.5992736816406
2020-03-11 00:00:00-04:00,253.60292053222656
2020-03-12 00:00:00-04:00,229.33895874023438
2020-03-13 00:00:00-04:00,248.9442138671875
2020-03-16 00:00:00-04:00,221.70387268066406
2020-03-17 00:00:00-04:00,233.6741485595703
2020-03-18 00:00:00-04:00,221.842529296875
2020-03-19 00:00:00-04:00,222.31390380859375
2020-03-20 00:00:00-04:00,212.7335205078125
2020-03-23 00:00:00-04:00,207.2942657470703
2020-03-24 00:00:00-04:00,226.07582092285156
2020-03-25 00:00:00-04:00,229.46022033691406
2020-03-26 00:00:00-04:00,242.85838317871094
2020-03-27 00:00:00-04:00,235.62461853027344
2020-03-30 00:00:00-04:00,243.27674865722656
2020-03-31 00:00:00-04:00,239.65060424804688
2020-04-01 00:00:00-04:00,228.8651580810547
2020-04-02 00:00:00-04:00,234.1462860107422
2020-04-03 00:00:00-04:00,230.76190185546875
2020-04-06 00:00:00-04:00,246.26132202148438
2020-04-07 00:00:00-04:00,246.51239013671875
2020-04-08 00:00:00-04:00,254.78741455078125
2020-04-09 00:00:00-04:00,258.66461181640625
2020-04-13 00:00:00-04:00,256.3028869628906
2020-04-14 00:00:00-04:00,263.8620300292969
2020-04-15 00:00:00-04:00,258.2554931640625
2020-04-16 00:00:00-04:00,259.50140380859375
2020-04-17 00:00:00-04:00,266.511962890625
2020-04-20 00:00:00-04:00,261.81658935546875
2020-04-21 00:00:00-04:00,253.86692810058594
2020-04-22 00:00:00-04:00,259.50140380859375
2020-04-23 00:00:00-04:00,259.4827880859375
2020-04-24 00:00:00-04:00,263.0996398925781
2020-04-27 00:00:00-04:00,266.89306640625
2020-04-28 00:00:00-04:00,265.665771484375
2020-04-29 00:00:00-04:00,272.6205749511719
2020-04-30 00:00:00-04:00,270.0823059082031
2020-05-01 00:00:00-04:00,262.9322204589844
2020-05-04 00:00:00-04:00,263.65753173828125
2020-05-05 00:00:00-04:00,266.0935363769531
2020-05-06 00:00:00-04:00,264.28973388671875
2020-05-07 00:00:00-04:00,267.4788818359375
2020-05-08 00:00:00-04:00,271.9046325683594
2020-05-11 00:00:00-04:00,271.9603576660156
2020-05-12 00:00:00-04:00,266.5398254394531
2020-05-13 00:00:00-04:00,261.8258361816406
2020-05-14 00:00:00-04:00,264.9591979980469
2020-05-15 00:00:00-04:00,266.1772155761719
2020-05-18 00:00:00-04:00,274.284912109375
2020-05-19 00:00:00-04:00,271.46759033203125
2020-05-20 00:00:00-04:00,276.0793151855469
2020-05-21 00:00:00-04:00,274.1732177734375
2020-05-22 00:00:00-04:00,274.6939392089844
2020-05-26 00:00:00-04:00,278.0783386230469
2020-05-27 00:00:00-04:00,282.2158203125
2020-05-28 00:00:00-04:00,281.6952209472656
2020-05-29 00:00:00-04:00,282.9504699707031
2020-06-01 00:00:00-04:00,284.093994140625
2020-06-02 00:00:00-04:00,286.44635009765625
2020-06-03 00:00:00-04:00,290.25848388671875
2020-06-04 00:00:00-04:00,289.49609375
2020-06-05 00:00:00-04:00,296.91571044921875
2020-06-08 00:00:00-04:00,300.5046081542969
2020-06-09 00:00:00-04:00,298.2638854980469
2020-06-10 00:00:00-04:00,296.5995178222656
2020-06-11 00:00:00-04:00,279.5008544921875
2020-06-12 00:00:00-04:00,282.8481750488281
2020-06-15 00:00:00-04:00,285.48870849609375
2020-06-16 00:00:00-04:00,290.98370361328125
2020-06-17 00:00:00-04:00,289.7749938964844
2020-06-18 00:00:00-04:00,289.88653564453125
2020-06-19 00:00:00-04:00,288.22991943359375
2020-06-22 00:00:00-04:00,290.0789489746094
2020-06-23 00:00:00-04:00,291.4143981933594
2020-06-24 00:00:00-04:00,283.9807434082031
2020-06-25 00:00:00-04:00,287.0252685546875
2020-06-26 00:00:00-04:00,280.20794677734375
2020-06-29 00:00:00-04:00,284.3263244628906
2020-06-30 00:00:00-04:00,287.96844482421875
2020-07-01 00:00:00-04:00,289.985595703125
2020-07-02 00:00:00-04:00,291.58251953125
2020-07-06 00:00:00-04:00,296.083740234375
2020-07-07 00:00:00-04:00,293.0299377441406
2020-07-08 00:00:00-04:00,295.27130126953125
2020-07-09 00:00:00-04:00,293.59033203125
2020-07-10 00:00:00-04:00,296.5880126953125
2020-07-13 00:00:00-04:00,294.01983642578125
2020-07-14 00:00:00-04:00,297.8300476074219
2020-07-15 00:00:00-04:00,300.5662536621094
2020-07-16 00:00:00-04:00,299.576416015625
2020-07-17 00:00:00-04:00,300.4449157714844
2020-07-20 00:00:00-04:00,302.87298583984375
2020-07-21 00:00:00-04:00,303.51739501953125
2020-07-22 00:00:00-04:00,305.2449951171875
2020-07-23 00:00:00-04:00,301.6028747558594
2020-07-24 00:00:00-04:00,299.66046142578125
2020-07-27 00:00:00-04:00,301.845703125
2020-07-28 00:00:00-04:00,299.9313049316406
2020-07-29 00:00:00-04:00,303.6200866699219
2020-07-30 00:00:00-04:00,302.5367736816406
2020-07-31 00:00:00-04:00,304.9275207519531
2020-08-03 00:00:00-04:00,307.04742431640625
2020-08-04 00:00:00-04:00,308.23333740234375
2020-08-05 00:00:00-04:00,310.1477966308594
2020-08-06 00:00:00-04:00,312.22100830078125
2020-08-07 00:00:00-04:00,312.4451599121094
2020-08-10 00:00:00-04:00,313.37896728515625
2020-08-11 00:00:00-04:00,310.79217529296875
2020-08-12 00:00:00-04:00,315.1253356933594
2020-08-13 00:00:00-04:00,314.55572509765625
2020-08-14 00:00:00-04:00,314.5650634765625
2020-08-17 00:00:00-04:00,315.5643005371094
2020-08-18 00:00:00-04:00,316.24603271484375
2020-08-19 00:00:00-04:00,314.9292907714844
2020-08-20 00:00:00-04:00,315.90985107421875
2020-08-21 00:00:00-04:00,317.03045654296875
2020-08-24 00:00:00-04:00,320.24298095703125
2020-08-25 00:00:00-04:00,321.3636779785156
2020-08-26 00:00:00-04:00,324.58551025390625
2020-08-27 00:00:00-04:00,325.2951965332031
2020-08-28 00:00:00-04:00,327.3963928222656
2020-08-31 00:00:00-04:00,326.2103576660156
2020-09-01 00:00:00-04:00,329.2828369140625
2020-09-02 00:00:00-04:00,334.04559326171875
2020-09-03 00:00:00-04:00,322.5497131347656
2020-09-04 00:00:00-04:00,319.9161682128906
2020-09-08 00:00:00-04:00,311.175048828125
2020-09-09 00:00:00-04:00,317.3199157714844
2020-09-10 00:00:00-04:00,311.8100891113281
2020-09-11 00:00:00-04:00,311.9689025878906
2020-09-14 00:00:00-04:00,316.07794189453125
2020-09-15 00:00:00-04:00,317.6748352050781
2020-09-16 00:00:00-04:00,316.4140625
